blogs,points
是我们经销商自己做的,0
毫不犹豫的支持你们！,1
上星期先系花园酒店食完...正,0
咁有米吖？又唔请人食！,3
棒~一样你们一直幸福开心下去~,1
好！一样一样！,1
从来就没有这种渴望，我只是表达我的思想,2
从我来看这叫管杀不管埋,4
陈序特地留给你的,0
跟他说我要完整版,0
不管怎么说小心为上啊。,3
他们会计算报复成本的，都是理性经济人嘛。光脚的凭什么怕穿鞋的？,3
就是要吵醒你，气死你，难得见到我啊。,5
是啊是啊，很难得呀，臭王容！,1
悲催啊！,2
小俊，我无法原谅我自己,2
吾系噶？你想沟仔丫？,4
哈哈，巴老都系比仔沟,5
哈哈，我尴尬了,5
说的是什么我没看！！,4
以前上学的时候木有吃够吗,0
哎怀念我的大学想去上学!,2
"当然行啦,千万别看3d的就行了,因为只有字幕是3d的.",1
这个评价不是针对加勒比的吗?还是3d的都一个德行……,3
就眼睛拍得最不清楚,3
哈哈！隐约能看到！,5
感动、很感动！,5
你是风光摄影创作的大行家！向你学习。,1
什么意思啊不懂？,3
学校举办的~模拟联合国~,0
姑姑你现在老有文采的闹！贤良淑德啊！,1
最近被蚊子采血采多了，文采就多了出来，哎，我也不想的,2
所以你可以随便吃啦,0
我是谁？大无畏的天朝义务工作者~,3
圣诞照片出来啦;明天我发上来;呵呵,5
哈哈！怎么样感觉？期待中！,5
软绵绵你的,0
哈哈，你的还有成长空间,5
如果不把道德算上，算是成功,3
如果不把钱算上呢？,3
这比我特地坐车克黄石路过还狠些,3
有机会，我们特地坐车去新农过早，你会无可救药的爱上那过早的，,1
移动是死活不能用是么,3
66大顺滴裸机可以~联通被锁死，机卡不可分离，否则手机变砖,3
我快罗证了哈哈哈,5
哦!恭喜晒!,5
你个买比货哈哈发急拉？,5
哟终于上围脖啦你能不能说点新的出来啊,5
我会继续支持你的加油啊,1
我会继续支持你的加油啊,1
齐俊翔，这个名字花了我们很长时间，虽然不是很好听，但符合他的五行,1
好听的呀，绝对的偶像派明星名字,1
早饭都吃这么丰富!,1
偶尔偶尔哈哈哈,5
怎么了呀,2
小肠胀气，我拖了很久了,2
关你毛事。,4
关你毛事！！！,4
是的呀，看看说不定明天不认得了,2
只是直的变卷的而已还好还好我怎么舍得让你不认识我啊亲爱的,2
好吧原来如此、、、了解了我感觉自己在说自己不好哈哈,0
哎最近事情很多心里烦！,2
灵光哦！,1
谢谢，小凳子也夸奖我了……,5
留个电话试试，我跟你煲！娃哈哈。,3
别闹了，我可不想开通失足妇女热线。,3
什么地方这么荒?,3
传说中的上海浦东，乡下啊乡下，我想绍兴了,2
感动！嫁人就要嫁这样的！,5
没错，嫁人就嫁四爷。嘻嘻,0
为什么？来源不明还是违反伦理？,3
伦理啊。又是海外反华势力吗？,4
噢~~~,5
好好好，回来给你弄,1
"买了头等舱也被取消,那才叫郁闷呢.希望中国快点有",1
早上10点等到现在，飞也就一个小时,0
你现在做什么去了？,0
做有志青年~~说过了~,0
小强不学摄影，真是浪费了,3
嘿嘿我也觉得！,5
看中金丝楠那把交椅了,0
次画我微薄上有唉。。。,2
好吃！……,1
洞房开心吗?,5
我懒。。。,2
看来懒人还真不少啊？还有吗？,3
林语堂写的不对你味啊对你来说应该是吃自己给父母做的饭啊……,0
哈哈太了解我了这也是幸福之一！看来幸福还挺多滴啊,5
就走路戴，哈哈，纯属装饰,5
呵呵，我落伍了，我也买个带带,5
姐姐在思念谁啊。。。,1
思念我的爸爸和妈妈，他们给我当了好几天的保姆,2
无作呸！撒气！,4
弄就个样咯？这是你对我爱的表白的回答！你174嫩模了不起啊！,3
企长堤么,3
"不过同你讲都系晒气,你都唔识欣赏",3
从其他部门调人,0
客服人员总动员，300娘子军下班后投入战场。,0
系米零利润，买大包噶？,0
哈哈，系啊，快过来帮衬下,5
哈哈，爱吧,5
此性格打牌容易输钱,0
干！毁我形象！！,3
美，你那么美！,1
注意身体啊,0
谢谢、你哪位阿,1
幸福不应该是一叶遮目。或者说是你处理得比较有经验，呵,0
所以提议分开。各走各道！,0
我心里火老大了发不出去,3
特气是不是特抓狂是不是！心里说不出的气阿！,4
明天正常吃早餐啊！记得！,2
当然记得，周五之约。,0
是了，怀柔,0
友谊也下了，可怜今天起大早刷的车,2
把我拍出名吧！哈哈哈…,5
我拍的都是司机，不过铁板师傅也没少拍,3
矮油，就认了吧，现在很多国家都能接受的,3
根本唔系，认你妹人，你咁叻你人喇,4
伦家本来就不是大银……,3
你太恶心了！我要把你的恶心公布于众,4
看着介绍都觉得纠结，不得不说你口味太重鸟。,3
懂就对懂就对！,0
我现在去。哈哈，明天我去找你借借书卡,5
上面照片超挫的，再说了可以借别人的借书证去借书的么，不行吧,3
希望以后会有4、5~,1
哈哈~爱不单行^^,5
是人比较多罢了,0
人多所以概率多，这里就一位…,0
我也想我也想！,2
去给咱重新包装一哈外国大妞儿哈哈你老家滴俄罗斯,5
能不能拍点看看啊？,1
有难度，我不在老家哈哈！家里院子种的。,5
这就是他的目的,0
声讨下这个可恶的家伙啦！！！,4
我看不到电视……她唱得啥？,1
小万这场有跳舞！超惊艳、小鬼唱的冬天里的一把火,1
确实让我看出霸气了,1
照片中有女司机背影。,0
周末也起这么早啊？,2
哎，年纪大了，睡不着懒觉,2
理想主义要不得,0
暂时离开市场不参与操作，脑袋闲得慌，在瞎想。,3
顺带求浦东梅园地区的片警同志微博,0
你还不如直接打他们派出所的电话问呢,4
一定会幸福！,1
感动亲也一定会幸福滴,1
怀念以前在你家楼下打羽毛球呀,0
是啊是啊，可是现在已经不可能那样子了我妈妈也很想你们啊,2
把日子先定下来，下周六如何？13号,2
来塞呀什么项目啊还是虾米啊,3
初中生有木有,0
幼儿园的,0
不要有个幼儿园小朋友的自我介绍！！,0
你还老阿妈的典型用语类,3
地铁真的利民吗，等建完后拭目以待,0
主要我觉得改善交通不是单靠地铁就能办到那么简单。,3
谁告诉你林丹在乎钱的呀?,0
林丹拼命拍广告，已经有大把大把的钱，科你见过他有过什么慈善之举吗？,3
辣椒不用钱,0
很人性啊！感觉有辣椒提供的食堂真是很很很人性化呀！,3
亲爱的~不论在哪里~都记住我们的爱,1
记得爱永远在,1
没有……在家歇着,2
明天就开学了。想不想我阿？,2
这也怪我。,2
不是你的错还我的不是哦！昨天谁的乌鸦嘴啊！,4
哈哈，像的，不过一点也不胖,5
哈哈哈有空一起拍,5
大卷发?现在的效果,0
是昨天之前的效果，今天成小卷发了，后悔死了，呜呜,2
哈哈，咋的了，要开导,5
那人说我被人欺负，希望我看开点,1
看你要相信几次~你要一直相信我们拿你也没什么屌办法,3
什么时候才可以真的离开啊~估计可能要我移情别恋可能有点难。天哪。,2
我穿了羊毛衫,0
尼玛我刚发完这条就吐了……,4
"我报名表找不到了,可以去哪里拿到啊",0
你好，建议你到学生会办公室具体咨询,0
撑死了，睡不着,0
旁边没有外卖的人伤不起呀！没有牛蛙，只有出钱一丁安慰下了！,2
你想怎样？招募女友中吗？,0
哪有那么厉害还用上招募这个词你太看得起我了姐姐你怎么叫自己肥丹呢？,3
女儿是拔把滴前世小情人,0
还是你懂这种感觉只有做了爸爸才能体会到,0
很有可能喔,1
你不气死我不行啊,4
现在开在哪里,0
72现在在武定西路开了家，不过是老板手下开的，味道已经没以前好了！,2
中央，,0
哦你是那的人啊?,1
我认5件嘛,2
"好的谢谢,同饮黄河水,就是不一样!",1
膝盖疼,0
旧伤啊？,2
阿磊。,0
小痞子阿晋！患上婚前鸡动症！,0
今天无数小孩儿的醋坛子都被一个人打翻了，呵呵,0
还有床戏!!!还我鬼妞,4
同病哈,0
我们不愧是姐妹啊，同病相怜的姐妹啊,1
美呢哎呦喂,1
贼喊抓贼啊你！,4
禁他干嘛,4
按我朝的思路这样这种战争视频不是都该禁掉嘛~？,4
我在痛,2
哟哟哟原来也是一个吃货不比差多少啊,5
主角在俺店里你来的时候应该看到哒,0
我走的时候在郑汴路上看见的，嘿嘿，眼前一蓝，独一无二的一辆豹子,1
我做家长的这样有卡不好吧...哈,3
也是，那我不能带头犯错。我们还是低调点吧。,3
最后一个美女倒下了,0
啊真遗憾！,2
神马也木有买~~这个吝啬鬼~,4
"不要这样,还有很多人等着他养的,哈哈!",5
嗯，谢谢。再北楼的都没来的及告别。,5
没关系，别难过，下辈子还做同事！,2
生日快乐,5
谢谢谢谢，一样开心哦！,5
我有木有份。,0
呃呃呃，可以算是吧，不过你已经抛弃了我。,2
宏哥，最近大盘是不是危险了，大垃圾起来了,0
"大盘我不知道,但很多个股要完蛋咯",0
不去,3
哎，我猜到了！,2
白眼这么低档的血迹界限也好意思拿出来用。。。,3
但是至少可以看穿你这个小妖精,0
有你们家小馒头陪你玩，不就够了么,3
可惜暂时还不能拿出来捏捏,2
半夜上映？看了否？,0
刚看完，兴奋中,5
乃是最大，委座摆哪？,0
委座指挥全局，具体作战计划由我拟定。,0
不错,0
赵总以后还有机会！哈哈哈,5
那请问要等到好久哟。。,5
这些问题就不要细问了啥，,3
那也要拉的过来呀！,5
肯定，希望在前方，嘿嘿,1
恩。你加油混个女博士！,1
果断放弃，哈哈。,5
吃肉也需要理由吗？,0
的确，吃肉其实不需要理由，现在反而吃素还得给出理由。,3
报告还有一噶猪头没下水,3
已收到呢位猪头既报告了,0
这么可怕，我都发怵了。你怎么这么晚回家？,2
等同事开会来的,0
给我的感觉就怪怪的.,5
我昨天看的时候就想是不是觉得自己发挥不好，心情低落呢,2
呵呵那你就闭上眼睛。在脑袋里面幻想下我的英俊形象吧……,1
我闭上眼睛就是大宝帅的样子。嘿,1
哈?大上课的发什么骚,5
因为太无聊。,3
诗人也是厚积薄发啊！,1
小说就是小说家的发泄产物。不信，可问微夫,3
很多狗狗喜欢吃鱼呢！,3
问题是我家狗还爱吃蕃薯和咸菜…,3
我都说你是成都人了,0
您真是煞费苦心啊，从人身攻击到地域歧视无所不用其极,3
不早说~招呼都不跟姐打。,0
对不起咯反正马上就要回来了啊,2
哈哈哈她乱死了哦,5
闹我或乱色的不理你们的,4
哈哈哈，班娘现在语气好月越,5
恩，让月月给教坏了都，以前多斯文呀！,1
请问，第三张我内屁股能再大点儿么？,5
哈哈！我的腿也跟大象有一博！不知道是有多胖！,5
想了嘛,0
才假不得你们给考试了,4
不懂,3
嗯~这个是大人的事~小娃娃不要了解~,0
上周末我们都在一起,0
这孩子最近是不是心情不好啊,2
"准备是从银川去西安,不过走的看哇，如果去西安的话,绐你打电话",1
路上堵的挺厉害的，我们昨天走了十二个小时,1
好眼力！,1
老娘的纤纤玉手被你看成男人手！你瞎了么？,4
恩恩。。年轻嘛。还是有潜力滴,1
你不知道吧，其实姚明要回上海,0
你该来北方冻一下的,0
什么时候去北方玩儿,0
你们公司拍的？,4
是啊~后天晚上央一黄金时间拍~多多支持哈~,1
那去看吧，哭死你,2
应该是不难。但是我不会哈！难不难无所谓啊,3
过着神仙般的日子呀,0
工作时是驴,0
查出来就有人要倒霉了，就她的脾气不搞点事情才怪了,3
个是，关键这刮的也太大了，应该回炉重考驾照了！水平太个差的,3
那你领养我呗,0
哈哈我怕我养不起呢。。,5
最近对烹饪很感兴趣，把越南吃过的美食逐一在家重演了一遍。,1
"越南又没什么好吃的,不就是米粉.",3
第一个,0
那个写计划书的同学看好你嘛,0
必须的！君子坦荡荡！,1
天冷注意保暖啊,0
初中的时候就看过咯,0
不会是说流星花园吧？？,0
恩恩记住了，嘿嘿姗姗,5
恩啊~有机会一起看小毛一起粗好粗的,1
这串应该怪甜的,3
相当好吃，还没有籽，和乒乓球一样大哦！,1
右下是你,0
哈哈！正解！,5
看起来不大欢乐啊~,5
有点不知所措还不晓得顾电视还是顾麦克风,3
大宝宝！,0
哈哈~你是老宝宝~我是小宝宝菲宝宝,5
原来你是母管严。哈哈,0
对啦笑我啦你好样的,5
我承认我是打不过司马南的，他还是蛮强壮的。,1
看来色诱不灵！,3
好好休息哦，文姐,1
恩，快快好起来吧。,1
神马游戏来的。,3
赶飞镖~哈哈~我作噶！,5
涛总中午好,0
用过午餐了？下午一缸子会议在等待。,0
哎哟人家好想胖又胖不起来好辛苦好累好想胖啊,5
哈哈哈燕子还是会飞的,5
穷人看不惯炫富,3
关键焦点还是应关注红十字上,0
国际关系只管利益。不谈血缘。,3
这话多数是对的。就目前的新闻来说，美国与以色列好像不属此列。,3
欢迎欢迎！,1
老师你认识他吗？,0
刚才有人在凤城3路也拍到了，比你这个还清楚..,3
我以为咱这生态区环境好才能遇见,3
英雄。真正的英雄，它去了香格里拉,0
希望狗狗在天堂幸福,1
哈哈~希望可以抽到~,5
下午5点准时开始哦~~~,5
准备入货了,0
老师等我买咗之后同你一齐交流下！,0
你忘记喇，我换号码了,2
老文!你电话打不通!发个你新电话来吧!,4
什么说话权利什么被和谐然后才讲话他们就被和谐了,3
嗯还有什么这里是凯里一中愚民广播愚蠢的愚,3
对啊~去旅游了,1
好羡慕你能去湖南，早知道叫你帮我带签名回来！湖南冷吗？,1
话说我今天也生日,0
哈哈。那也祝你生日快乐哈。。同乐同乐,5
09去香港有人送我了，盒子都漂亮,0
